PERIODO_OFICIALIZACION,SUBREGIMEN,PAIS_ORIGEN_DESC,PAIS_PROCEDENCIA_DESC,MEDIO_TRANSPORTE_DESC,ADUANA_DESC,REGION_DESC,UNIDAD_DESC,CAPITULO,CAPITULO_DESC,PARTIDA,PARTIDA_DESC,CANTIDAD_UNIDAD,KILOS_NETOS,MONTO_FOB_DOLAR,CANAL
201706,IC05,VIETNAM,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,1440,1440,572638,N
201706,IG04,CHINA,COREA_REPUBLICANA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8541,DIODOS__TRANSISTORES_Y_DISPOSITIVOSSEMIC,1298480,773,59958,N
201703,IC04,ESTADOS_UNIDOS,ESTADOS_UNIDOS,CAMION,NEUQUEN,DIR__REG__AD__PATAGONICA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,2900,2900,140779,V
201701,IC03,ESTADOS_UNIDOS,CHILE,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8413,BOMBAS_PARA_LIQUIDOS__INCLUSO_CON_DISPOS,2737,2737,119044,R
201703,IC05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,104774,104774,45650402,N
201704,IC05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8536,APARATOS_PARA_CORTE__SECCIONAMIENTO__PRO,2152,2152,435411,N
201703,IC04,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,27618,27618,10882544,N
201706,IC05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8536,APARATOS_PARA_CORTE__SECCIONAMIENTO__PRO,4007,4007,745333,N
201702,IC05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8533,RESISTENCIAS_ELECTRICAS__EXCEPTO_LAS_DEC,2930,2930,286780,N
201706,IC05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8532,CONDENSADORES_ELECTRICOS_FIJOS__VARIABLE,2852,2852,192892,N
201705,IC05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8532,CONDENSADORES_ELECTRICOS_FIJOS__VARIABLE,1839,1839,160608,N
201706,IC03,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,2381,2381,41769,N
201703,IG05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8536,APARATOS_PARA_CORTE__SECCIONAMIENTO__PRO,1363,1363,64593,N
201704,IG04,CHINA,CHINA,CAMION,USHUAIA,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,525,525,43080,N
201706,IG04,CHINA,CHINA,CAMION,USHUAIA,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,879,879,50236,N
201705,IC04,CHINA,CHINA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8533,RESISTENCIAS_ELECTRICAS__EXCEPTO_LAS_DEC,8539,8539,77371,N
201701,IG04,CHINA,CHINA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,10894,10894,108612,N
201702,IC04,CHINA,CHINA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,7328,7328,69170,N
201704,IG04,CHINA,CHINA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,34441,34441,72097,R
201701,IG04,CHINA,CHINA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,19362,19362,96435,N
201705,IC05,VIETNAM,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,17488,17488,8957479,N
201704,IC05,VIETNAM,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8536,APARATOS_PARA_CORTE__SECCIONAMIENTO__PRO,405,405,231511,N
201705,IC05,VIETNAM,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8536,APARATOS_PARA_CORTE__SECCIONAMIENTO__PRO,1046,1046,575742,N
201706,IC05,VIETNAM,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8536,APARATOS_PARA_CORTE__SECCIONAMIENTO__PRO,405,405,236744,N
201705,IG04,BRASIL,BRASIL,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,5039,5039,71728,V
201706,IC04,CHINA,COREA_REPUBLICANA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,209,209,67919,N
201704,IC03,CHINA,VIETNAM,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,1531,1531,51345,N
201703,IC04,CHINA,COREA_REPUBLICANA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,3234,3234,474562,N
201702,IG04,CHINA,CHINA,AVION,USHUAIA,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,259,259,301570,N
201704,IG04,CHINA,COREA_REPUBLICANA,CAMION,USHUAIA,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,1401,1401,171297,N
201704,IG04,CHINA,COREA_REPUBLICANA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,3319,3319,64962,N
201704,IC03,COREA_REPUBLICANA,VIETNAM,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8532,CONDENSADORES_ELECTRICOS_FIJOS__VARIABLE,1517,1517,49925,N
201703,IC03,COREA_REPUBLICANA,VIETNAM,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8532,CONDENSADORES_ELECTRICOS_FIJOS__VARIABLE,1268,1268,40663,N
201704,IC05,COREA_REPUBLICANA,COREA_REPUBLICANA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,11141,11141,4400204,N
201706,IC04,COREA_REPUBLICANA,COREA_REPUBLICANA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,2148,2148,685774,N
201705,IG04,RUMANIA,REP__FED_DE_ALEMANIA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,5884,5884,73312,N
201705,IG04,REP__CHECA,REP__FED_DE_ALEMANIA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,11157,11157,63791,V
201701,IG04,REP__CHECA,REP__FED_DE_ALEMANIA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,87,VEHICULOS_AUTOMOVILES__TRACTORES__VELOCI,8708,PARTES_Y_ACCESORIOS_PARA_VEHICULOS_AUTOM,20559,20559,120473,V
201703,IC04,REP__FED_DE_ALEMANIA,REP__FED_DE_ALEMANIA,AVION,USHUAIA,DIR__REG__AD__PATAGONICA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8409,PARTES_IDENTIFICABLES_COMO_DESTINADAS__E,4249,4249,152733,V
201702,IC04,CHINA,ESTADOS_UNIDOS,AVION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,257,75,44076,N
201701,IC05,TAIWAN,ESTADOS_UNIDOS,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,52200,584,114291,N
201703,IC05,TAIWAN,ESTADOS_UNIDOS,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,24050,242,63558,N
201702,IC05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8541,DIODOS__TRANSISTORES_Y_DISPOSITIVOSSEMIC,3208195,2725,264794,N
201703,IC05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8501,MOTORES_Y_GENERADORES__ELECTRICOS__EXCEP,365632,727,202531,V
201703,IC03,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,61524,200621,1042632,R
201706,IC05,CHINA,TAILANDIA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,216302,2087,80752,N
201703,IG03,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,23500,5654,59918,N
201704,IC04,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8504,TRANSFORMADORES_ELECTRICOS__CONVERTIDORE,115550,1184,243040,V
201702,IG03,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,25500,4563,40301,N
201704,IG05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8541,DIODOS__TRANSISTORES_Y_DISPOSITIVOSSEMIC,1168530,723,43892,N
201705,IG05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8504,TRANSFORMADORES_ELECTRICOS__CONVERTIDORE,1596299,3235,117846,V
201706,IG05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8541,DIODOS__TRANSISTORES_Y_DISPOSITIVOSSEMIC,1667150,937,53457,N
201702,IG05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,585110,2462,105161,N
201706,IG05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8504,TRANSFORMADORES_ELECTRICOS__CONVERTIDORE,886205,1262,71030,V
201701,IG04,CHINA,CHINA,CAMION,USHUAIA,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,1350990,16563,1133089,N
201704,IG04,CHINA,CHINA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8541,DIODOS__TRANSISTORES_Y_DISPOSITIVOSSEMIC,4034806,12329,263695,N
201705,IG04,CHINA,CHINA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8541,DIODOS__TRANSISTORES_Y_DISPOSITIVOSSEMIC,2331177,6144,139871,N
201702,IC04,CHINA,CHINA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,466177,12947,426123,N
201706,IC04,CHINA,CHINA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,403230,5493,164661,N
201702,IG04,CHINA,CHINA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,825849,7014,627154,N
201702,IC04,CHINA,CHINA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8504,TRANSFORMADORES_ELECTRICOS__CONVERTIDORE,304319,16375,55164,V
201703,IG04,CHINA,CHINA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,12028,139524,312728,V
201701,IC05,TAIWAN,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,75124,853,51587,N
201701,IG05,TAIWAN,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,474200,9421,624370,N
201706,IG05,TAIWAN,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,346500,7937,481375,N
201705,IC05,JAPON,TAILANDIA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,134197,2487,364872,N
201704,IC03,JAPON,TAILANDIA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,256792,1228,154695,N
201705,IC05,COREA_REPUBLICANA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,31525,558,83145,N
201706,IG04,BRASIL,BRASIL,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,5098,16533,324897,R
201704,IG04,BRASIL,BRASIL,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,7100,25036,501064,V
201704,IG04,FRANCIA,FRANCIA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,819,6066,52568,V
201705,IG04,FRANCIA,FRANCIA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,1368,10539,90818,V
201702,IG04,JAPON,PAISES_BAJOS,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,3720,17448,303335,R
201706,IG04,JAPON,JAPON,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,4800,25660,361255,V
201706,IG04,COREA_REPUBLICANA,MEXICO,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8501,MOTORES_Y_GENERADORES__ELECTRICOS__EXCEP,4308,5721,72456,V
201704,IC03,CHINA,COREA_REPUBLICANA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8504,TRANSFORMADORES_ELECTRICOS__CONVERTIDORE,182724,496,56644,V
201705,IG04,CHINA,COREA_REPUBLICANA,CAMION,USHUAIA,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8504,TRANSFORMADORES_ELECTRICOS__CONVERTIDORE,41000,458,53024,V
201706,IG04,CHINA,COREA_REPUBLICANA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,634809,7334,545872,N
201701,IG04,TAIWAN,COREA_REPUBLICANA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,13100,8895,57321,N
201701,IG04,TAIWAN,COREA_REPUBLICANA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,29130,1516,108715,N
201706,IC03,COREA_REPUBLICANA,COREA_REPUBLICANA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,44720,847,72891,N
201704,IC05,COREA_REPUBLICANA,COREA_REPUBLICANA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8504,TRANSFORMADORES_ELECTRICOS__CONVERTIDORE,146,209,48504,V
201703,IC03,COREA_REPUBLICANA,VIETNAM,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,194120,12969,472964,N
201706,IG04,COREA_REPUBLICANA,COREA_REPUBLICANA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,120120,1600,147903,N
201704,IG04,REP__CHECA,REP__FED_DE_ALEMANIA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8501,MOTORES_Y_GENERADORES__ELECTRICOS__EXCEP,8853,6276,88960,V
201702,IG04,REP__CHECA,REP__FED_DE_ALEMANIA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8414,BOMBAS_DE_AIRE_O_DE_VACIO__COMPRESORES_D,600,3121,81110,R
201705,IG05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8542,CIRCUITOS_ELECTRONICOS_INTEGRADOS,756690,5892,330837,N
201701,IG04,CHINA,CHINA,ACUATICO,USHUAIA,DIR__REG__AD__PATAGONICA,UNIDAD,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8504,TRANSFORMADORES_ELECTRICOS__CONVERTIDORE,592506,29726,163982,V
201704,IC03,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8536,APARATOS_PARA_CORTE__SECCIONAMIENTO__PRO,11507,11507,45459,N
201701,IC03,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,20607,20607,198370,N
201704,IC05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8533,RESISTENCIAS_ELECTRICAS__EXCEPTO_LAS_DEC,960,960,83215,N
201702,IC05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8536,APARATOS_PARA_CORTE__SECCIONAMIENTO__PRO,3381,3381,600631,N
201703,IC03,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8533,RESISTENCIAS_ELECTRICAS__EXCEPTO_LAS_DEC,4300,4300,41952,N
201705,IC05,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8517,TELEFONOS__INCLUIDOS_LOS_TELEFONOS_CELUL,297,297,76878,N
201704,IC04,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8544,HILOS__CABLES__INCLUIDOS_LOS_COAXIALES__,692,692,63260,N
201701,IC03,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,85,MAQUINAS__APARATOS_Y_MATERIAL_ELECTRICO_,8533,RESISTENCIAS_ELECTRICAS__EXCEPTO_LAS_DEC,5331,5331,62269,N
201704,IC03,CHINA,CHINA,CAMION,RIO_GRANDE,DIR__REG__AD__PATAGONICA,KILOGRAMO,84,REACTORES_NUCLEARES__CALDERAS__MAQUINAS_,8481,ARTICULOS_DE_GRIFERIA_Y_ORGANOS_SIMILARE,43179,43179,186839,R
